1183,141436,5.0,"[34055, 114627, 98364, 13486, 107873, 59606, 107103, 42125, 89639, 96994, 47220, 13966, 25577, 42348, 60719, 40825, 14420, 1764, 120440, 68049, 42974, 62429, 12858, 95532, 71388, 12921, 7527, 1661, 129633, 129305, 11412, 44511, 6954, 61005, 66348, 55222, 126264, 26304, 118029, 28329, 58779]"
1183,143427,5.0,"[34055, 114627, 98364, 13486, 107873, 59606, 107103, 42125, 89639, 96994, 47220, 13966, 25577, 42348, 60719, 40825, 14420, 1764, 120440, 68049, 42974, 62429, 12858, 95532, 71388, 12921, 7527, 1661, 129633, 129305, 11412, 44511, 6954, 61005, 66348, 55222, 126264, 26304, 118029, 28329, 58779]"
1183,137635,5.0,"[34055, 114627, 98364, 13486, 107873, 59606, 107103, 42125, 89639, 96994, 47220, 13966, 25577, 42348, 60719, 40825, 14420, 1764, 120440, 68049, 42974, 62429, 12858, 95532, 71388, 12921, 7527, 1661, 129633, 129305, 11412, 44511, 6954, 61005, 66348, 55222, 126264, 26304, 118029, 28329, 58779]"
1183,136432,5.0,"[34055, 114627, 98364, 13486, 107873, 59606, 107103, 42125, 89639, 96994, 47220, 13966, 25577, 42348, 60719, 40825, 14420, 1764, 120440, 68049, 42974, 62429, 12858, 95532, 71388, 12921, 7527, 1661, 129633, 129305, 11412, 44511, 6954, 61005, 66348, 55222, 126264, 26304, 118029, 28329, 58779]"
1183,142248,5.0,"[34055, 114627, 98364, 13486, 107873, 59606, 107103, 42125, 89639, 96994, 47220, 13966, 25577, 42348, 60719, 40825, 14420, 1764, 120440, 68049, 42974, 62429, 12858, 95532, 71388, 12921, 7527, 1661, 129633, 129305, 11412, 44511, 6954, 61005, 66348, 55222, 126264, 26304, 118029, 28329, 58779]"
1234,135977,4.0,"[5226, 132740, 99440, 123675, 33824, 7086, 39490, 60742, 90057, 48646, 84455, 53552, 20986, 123097, 112245, 1351, 127058, 111324, 129850, 60446, 112161, 108269, 46802, 13392, 122759, 7561, 41695, 55736, 18643, 60959, 76979, 36506, 9635, 124687, 120615, 108166, 114745, 51469, 110384, 108674, 39174, 33774, 55258, 86634, 78399, 31390, 84135, 51565, 42058, 85522, 2716, 99618, 104435, 95788, 12090, 879, 37858, 50766, 107141, 112007, 45087, 61844, 92111, 74259, 104693, 82582, 102696, 21825, 98568, 24171, 31309, 130663, 8264, 77582, 99634, 92825, 106361, 130426, 47665, 53849, 39568, 126436, 59208, 126876, 106245, 112352, 37001, 90646, 48287, 14290, 22615, 67901, 37370, 80244, 111083, 46322, 82556, 84172, 38802, 94750, 11846, 124655, 100327, 39295, 74576, 83944, 79288, 92244, 66756, 74629, 133109, 19594, 85653, 90686, 127090, 77504, 71359, 109241, 95836, 109190, 124167, 115399, 116130, 11328, 82061, 47533, 53861, 72819, 113762, 52031, 41804, 84527, 36972, 99799, 110747, 40424, 27759, 36566, 26762, 37693, 23848, 27140, 119926, 55799, 67438, 86680, 133204, 8673, 88591, 73285, 103805, 18751, 124949, 59288, 86072, 38211, 69176, 80858, 35064, 77755, 52000, 2701, 30276, 94125, 83771, 20873, 36871, 95250, 68384, 54510, 110584, 21461, 75129, 40388, 1157, 494, 68164, 65226, 21497, 37787, 80725, 52380, 17952, 99304, 128364, 99513, 76033, 15171, 21239, 10254, 78626, 132394, 109780, 115001, 134524, 131504, 4461, 24891, 21733, 30938, 52780, 100912, 61680, 132851, 12061, 99025, 5798, 23326, 94126, 23690, 40053, 59382, 132888, 107347, 75091, 49329, 47484, 6517, 37633, 62361, 35832, 57848, 79320, 21990, 16924, 84296, 132921, 18170, 37361, 4857, 106812, 131436, 68288, 66344, 120381, 66381, 31075, 86157, 94972, 83851, 128838, 16067, 113767, 34239, 123144, 129821, 115575, 94739, 44216, 99869, 19927, 81760, 567, 39580, 69908, 5258, 2317, 83662, 121151, 39520, 128434, 25489, 125788, 105050, 31980, 5502, 123417, 48033, 83564, 40766, 86116, 11055, 85093, 40033, 48462, 106222, 21350, 22916, 45305, 102979, 27502, 15726, 11758, 121737, 27643, 23114, 31990, 43165, 102895, 83969, 27731, 75287, 57725, 72552, 23120, 130600, 89859, 40660, 103346, 76207, 37429, 109476, 9540, 12115, 126793, 21415, 130354, 14626, 31890, 130928, 52355, 131956, 95007, 121044, 70592, 76173, 24265, 50024, 50671, 17762, 102556, 74152, 9946, 92711, 41110, 85135, 73924, 70772, 108178, 39083, 53330, 106302, 64169, 104408, 113599, 56313, 61194, 117759, 121637, 103117, 125335, 61378, 2754, 49838, 107071, 106286, 6187, 65642, 11621, 71923, 89413, 126242, 116755, 71830, 6019, 112703, 10797, 102374, 124871, 54916, 27563, 56642, 80685, 25134, 124290, 10182, 47643, 30617, 5096, 78143, 7217, 118733, 64753, 48849, 14594, 82829, 31072, 117642, 76746, 66795, 24611, 69002, 54276, 88168, 125160, 32004, 6488, 30705, 71555, 7842, 43702, 11425, 31474, 72480, 96879, 35889, 33522, 72686, 72255, 47158, 37454, 114778, 52517, 104291, 26997, 105200, 131046, 81034, 4681, 74904, 65790, 67291, 52322, 32420, 126670, 69223, 74966, 40681, 46731, 11109, 69151, 132448, 105368, 40723, 104714, 10857, 117487, 24316, 34847, 129433, 115468, 119069, 13678, 134782, 77663, 10308, 20288, 49046, 110985, 50894, 3899, 91108, 83710, 4426, 86872, 116926, 104134, 24802, 112777, 103542, 39823, 90568, 123053, 58108, 107005, 22367, 129028, 112192, 19217, 2635, 12730]"
1234,146876,4.0,"[5226, 132740, 99440, 123675, 33824, 7086, 39490, 60742, 90057, 48646, 84455, 53552, 20986, 123097, 112245, 1351, 127058, 111324, 129850, 60446, 112161, 108269, 46802, 13392, 122759, 7561, 41695, 55736, 18643, 60959, 76979, 36506, 9635, 124687, 120615, 108166, 114745, 51469, 110384, 108674, 39174, 33774, 55258, 86634, 78399, 31390, 84135, 51565, 42058, 85522, 2716, 99618, 104435, 95788, 12090, 879, 37858, 50766, 107141, 112007, 45087, 61844, 92111, 74259, 104693, 82582, 102696, 21825, 98568, 24171, 31309, 130663, 8264, 77582, 99634, 92825, 106361, 130426, 47665, 53849, 39568, 126436, 59208, 126876, 106245, 112352, 37001, 90646, 48287, 14290, 22615, 67901, 37370, 80244, 111083, 46322, 82556, 84172, 38802, 94750, 11846, 124655, 100327, 39295, 74576, 83944, 79288, 92244, 66756, 74629, 133109, 19594, 85653, 90686, 127090, 77504, 71359, 109241, 95836, 109190, 124167, 115399, 116130, 11328, 82061, 47533, 53861, 72819, 113762, 52031, 41804, 84527, 36972, 99799, 110747, 40424, 27759, 36566, 26762, 37693, 23848, 27140, 119926, 55799, 67438, 86680, 133204, 8673, 88591, 73285, 103805, 18751, 124949, 59288, 86072, 38211, 69176, 80858, 35064, 77755, 52000, 2701, 30276, 94125, 83771, 20873, 36871, 95250, 68384, 54510, 110584, 21461, 75129, 40388, 1157, 494, 68164, 65226, 21497, 37787, 80725, 52380, 17952, 99304, 128364, 99513, 76033, 15171, 21239, 10254, 78626, 132394, 109780, 115001, 134524, 131504, 4461, 24891, 21733, 30938, 52780, 100912, 61680, 132851, 12061, 99025, 5798, 23326, 94126, 23690, 40053, 59382, 132888, 107347, 75091, 49329, 47484, 6517, 37633, 62361, 35832, 57848, 79320, 21990, 16924, 84296, 132921, 18170, 37361, 4857, 106812, 131436, 68288, 66344, 120381, 66381, 31075, 86157, 94972, 83851, 128838, 16067, 113767, 34239, 123144, 129821, 115575, 94739, 44216, 99869, 19927, 81760, 567, 39580, 69908, 5258, 2317, 83662, 121151, 39520, 128434, 25489, 125788, 105050, 31980, 5502, 123417, 48033, 83564, 40766, 86116, 11055, 85093, 40033, 48462, 106222, 21350, 22916, 45305, 102979, 27502, 15726, 11758, 121737, 27643, 23114, 31990, 43165, 102895, 83969, 27731, 75287, 57725, 72552, 23120, 130600, 89859, 40660, 103346, 76207, 37429, 109476, 9540, 12115, 126793, 21415, 130354, 14626, 31890, 130928, 52355, 131956, 95007, 121044, 70592, 76173, 24265, 50024, 50671, 17762, 102556, 74152, 9946, 92711, 41110, 85135, 73924, 70772, 108178, 39083, 53330, 106302, 64169, 104408, 113599, 56313, 61194, 117759, 121637, 103117, 125335, 61378, 2754, 49838, 107071, 106286, 6187, 65642, 11621, 71923, 89413, 126242, 116755, 71830, 6019, 112703, 10797, 102374, 124871, 54916, 27563, 56642, 80685, 25134, 124290, 10182, 47643, 30617, 5096, 78143, 7217, 118733, 64753, 48849, 14594, 82829, 31072, 117642, 76746, 66795, 24611, 69002, 54276, 88168, 125160, 32004, 6488, 30705, 71555, 7842, 43702, 11425, 31474, 72480, 96879, 35889, 33522, 72686, 72255, 47158, 37454, 114778, 52517, 104291, 26997, 105200, 131046, 81034, 4681, 74904, 65790, 67291, 52322, 32420, 126670, 69223, 74966, 40681, 46731, 11109, 69151, 132448, 105368, 40723, 104714, 10857, 117487, 24316, 34847, 129433, 115468, 119069, 13678, 134782, 77663, 10308, 20288, 49046, 110985, 50894, 3899, 91108, 83710, 4426, 86872, 116926, 104134, 24802, 112777, 103542, 39823, 90568, 123053, 58108, 107005, 22367, 129028, 112192, 19217, 2635, 12730]"
1234,140604,4.0,"[5226, 132740, 99440, 123675, 33824, 7086, 39490, 60742, 90057, 48646, 84455, 53552, 20986, 123097, 112245, 1351, 127058, 111324, 129850, 60446, 112161, 108269, 46802, 13392, 122759, 7561, 41695, 55736, 18643, 60959, 76979, 36506, 9635, 124687, 120615, 108166, 114745, 51469, 110384, 108674, 39174, 33774, 55258, 86634, 78399, 31390, 84135, 51565, 42058, 85522, 2716, 99618, 104435, 95788, 12090, 879, 37858, 50766, 107141, 112007, 45087, 61844, 92111, 74259, 104693, 82582, 102696, 21825, 98568, 24171, 31309, 130663, 8264, 77582, 99634, 92825, 106361, 130426, 47665, 53849, 39568, 126436, 59208, 126876, 106245, 112352, 37001, 90646, 48287, 14290, 22615, 67901, 37370, 80244, 111083, 46322, 82556, 84172, 38802, 94750, 11846, 124655, 100327, 39295, 74576, 83944, 79288, 92244, 66756, 74629, 133109, 19594, 85653, 90686, 127090, 77504, 71359, 109241, 95836, 109190, 124167, 115399, 116130, 11328, 82061, 47533, 53861, 72819, 113762, 52031, 41804, 84527, 36972, 99799, 110747, 40424, 27759, 36566, 26762, 37693, 23848, 27140, 119926, 55799, 67438, 86680, 133204, 8673, 88591, 73285, 103805, 18751, 124949, 59288, 86072, 38211, 69176, 80858, 35064, 77755, 52000, 2701, 30276, 94125, 83771, 20873, 36871, 95250, 68384, 54510, 110584, 21461, 75129, 40388, 1157, 494, 68164, 65226, 21497, 37787, 80725, 52380, 17952, 99304, 128364, 99513, 76033, 15171, 21239, 10254, 78626, 132394, 109780, 115001, 134524, 131504, 4461, 24891, 21733, 30938, 52780, 100912, 61680, 132851, 12061, 99025, 5798, 23326, 94126, 23690, 40053, 59382, 132888, 107347, 75091, 49329, 47484, 6517, 37633, 62361, 35832, 57848, 79320, 21990, 16924, 84296, 132921, 18170, 37361, 4857, 106812, 131436, 68288, 66344, 120381, 66381, 31075, 86157, 94972, 83851, 128838, 16067, 113767, 34239, 123144, 129821, 115575, 94739, 44216, 99869, 19927, 81760, 567, 39580, 69908, 5258, 2317, 83662, 121151, 39520, 128434, 25489, 125788, 105050, 31980, 5502, 123417, 48033, 83564, 40766, 86116, 11055, 85093, 40033, 48462, 106222, 21350, 22916, 45305, 102979, 27502, 15726, 11758, 121737, 27643, 23114, 31990, 43165, 102895, 83969, 27731, 75287, 57725, 72552, 23120, 130600, 89859, 40660, 103346, 76207, 37429, 109476, 9540, 12115, 126793, 21415, 130354, 14626, 31890, 130928, 52355, 131956, 95007, 121044, 70592, 76173, 24265, 50024, 50671, 17762, 102556, 74152, 9946, 92711, 41110, 85135, 73924, 70772, 108178, 39083, 53330, 106302, 64169, 104408, 113599, 56313, 61194, 117759, 121637, 103117, 125335, 61378, 2754, 49838, 107071, 106286, 6187, 65642, 11621, 71923, 89413, 126242, 116755, 71830, 6019, 112703, 10797, 102374, 124871, 54916, 27563, 56642, 80685, 25134, 124290, 10182, 47643, 30617, 5096, 78143, 7217, 118733, 64753, 48849, 14594, 82829, 31072, 117642, 76746, 66795, 24611, 69002, 54276, 88168, 125160, 32004, 6488, 30705, 71555, 7842, 43702, 11425, 31474, 72480, 96879, 35889, 33522, 72686, 72255, 47158, 37454, 114778, 52517, 104291, 26997, 105200, 131046, 81034, 4681, 74904, 65790, 67291, 52322, 32420, 126670, 69223, 74966, 40681, 46731, 11109, 69151, 132448, 105368, 40723, 104714, 10857, 117487, 24316, 34847, 129433, 115468, 119069, 13678, 134782, 77663, 10308, 20288, 49046, 110985, 50894, 3899, 91108, 83710, 4426, 86872, 116926, 104134, 24802, 112777, 103542, 39823, 90568, 123053, 58108, 107005, 22367, 129028, 112192, 19217, 2635, 12730]"
1234,141978,4.0,"[5226, 132740, 99440, 123675, 33824, 7086, 39490, 60742, 90057, 48646, 84455, 53552, 20986, 123097, 112245, 1351, 127058, 111324, 129850, 60446, 112161, 108269, 46802, 13392, 122759, 7561, 41695, 55736, 18643, 60959, 76979, 36506, 9635, 124687, 120615, 108166, 114745, 51469, 110384, 108674, 39174, 33774, 55258, 86634, 78399, 31390, 84135, 51565, 42058, 85522, 2716, 99618, 104435, 95788, 12090, 879, 37858, 50766, 107141, 112007, 45087, 61844, 92111, 74259, 104693, 82582, 102696, 21825, 98568, 24171, 31309, 130663, 8264, 77582, 99634, 92825, 106361, 130426, 47665, 53849, 39568, 126436, 59208, 126876, 106245, 112352, 37001, 90646, 48287, 14290, 22615, 67901, 37370, 80244, 111083, 46322, 82556, 84172, 38802, 94750, 11846, 124655, 100327, 39295, 74576, 83944, 79288, 92244, 66756, 74629, 133109, 19594, 85653, 90686, 127090, 77504, 71359, 109241, 95836, 109190, 124167, 115399, 116130, 11328, 82061, 47533, 53861, 72819, 113762, 52031, 41804, 84527, 36972, 99799, 110747, 40424, 27759, 36566, 26762, 37693, 23848, 27140, 119926, 55799, 67438, 86680, 133204, 8673, 88591, 73285, 103805, 18751, 124949, 59288, 86072, 38211, 69176, 80858, 35064, 77755, 52000, 2701, 30276, 94125, 83771, 20873, 36871, 95250, 68384, 54510, 110584, 21461, 75129, 40388, 1157, 494, 68164, 65226, 21497, 37787, 80725, 52380, 17952, 99304, 128364, 99513, 76033, 15171, 21239, 10254, 78626, 132394, 109780, 115001, 134524, 131504, 4461, 24891, 21733, 30938, 52780, 100912, 61680, 132851, 12061, 99025, 5798, 23326, 94126, 23690, 40053, 59382, 132888, 107347, 75091, 49329, 47484, 6517, 37633, 62361, 35832, 57848, 79320, 21990, 16924, 84296, 132921, 18170, 37361, 4857, 106812, 131436, 68288, 66344, 120381, 66381, 31075, 86157, 94972, 83851, 128838, 16067, 113767, 34239, 123144, 129821, 115575, 94739, 44216, 99869, 19927, 81760, 567, 39580, 69908, 5258, 2317, 83662, 121151, 39520, 128434, 25489, 125788, 105050, 31980, 5502, 123417, 48033, 83564, 40766, 86116, 11055, 85093, 40033, 48462, 106222, 21350, 22916, 45305, 102979, 27502, 15726, 11758, 121737, 27643, 23114, 31990, 43165, 102895, 83969, 27731, 75287, 57725, 72552, 23120, 130600, 89859, 40660, 103346, 76207, 37429, 109476, 9540, 12115, 126793, 21415, 130354, 14626, 31890, 130928, 52355, 131956, 95007, 121044, 70592, 76173, 24265, 50024, 50671, 17762, 102556, 74152, 9946, 92711, 41110, 85135, 73924, 70772, 108178, 39083, 53330, 106302, 64169, 104408, 113599, 56313, 61194, 117759, 121637, 103117, 125335, 61378, 2754, 49838, 107071, 106286, 6187, 65642, 11621, 71923, 89413, 126242, 116755, 71830, 6019, 112703, 10797, 102374, 124871, 54916, 27563, 56642, 80685, 25134, 124290, 10182, 47643, 30617, 5096, 78143, 7217, 118733, 64753, 48849, 14594, 82829, 31072, 117642, 76746, 66795, 24611, 69002, 54276, 88168, 125160, 32004, 6488, 30705, 71555, 7842, 43702, 11425, 31474, 72480, 96879, 35889, 33522, 72686, 72255, 47158, 37454, 114778, 52517, 104291, 26997, 105200, 131046, 81034, 4681, 74904, 65790, 67291, 52322, 32420, 126670, 69223, 74966, 40681, 46731, 11109, 69151, 132448, 105368, 40723, 104714, 10857, 117487, 24316, 34847, 129433, 115468, 119069, 13678, 134782, 77663, 10308, 20288, 49046, 110985, 50894, 3899, 91108, 83710, 4426, 86872, 116926, 104134, 24802, 112777, 103542, 39823, 90568, 123053, 58108, 107005, 22367, 129028, 112192, 19217, 2635, 12730]"
1234,145851,4.0,"[5226, 132740, 99440, 123675, 33824, 7086, 39490, 60742, 90057, 48646, 84455, 53552, 20986, 123097, 112245, 1351, 127058, 111324, 129850, 60446, 112161, 108269, 46802, 13392, 122759, 7561, 41695, 55736, 18643, 60959, 76979, 36506, 9635, 124687, 120615, 108166, 114745, 51469, 110384, 108674, 39174, 33774, 55258, 86634, 78399, 31390, 84135, 51565, 42058, 85522, 2716, 99618, 104435, 95788, 12090, 879, 37858, 50766, 107141, 112007, 45087, 61844, 92111, 74259, 104693, 82582, 102696, 21825, 98568, 24171, 31309, 130663, 8264, 77582, 99634, 92825, 106361, 130426, 47665, 53849, 39568, 126436, 59208, 126876, 106245, 112352, 37001, 90646, 48287, 14290, 22615, 67901, 37370, 80244, 111083, 46322, 82556, 84172, 38802, 94750, 11846, 124655, 100327, 39295, 74576, 83944, 79288, 92244, 66756, 74629, 133109, 19594, 85653, 90686, 127090, 77504, 71359, 109241, 95836, 109190, 124167, 115399, 116130, 11328, 82061, 47533, 53861, 72819, 113762, 52031, 41804, 84527, 36972, 99799, 110747, 40424, 27759, 36566, 26762, 37693, 23848, 27140, 119926, 55799, 67438, 86680, 133204, 8673, 88591, 73285, 103805, 18751, 124949, 59288, 86072, 38211, 69176, 80858, 35064, 77755, 52000, 2701, 30276, 94125, 83771, 20873, 36871, 95250, 68384, 54510, 110584, 21461, 75129, 40388, 1157, 494, 68164, 65226, 21497, 37787, 80725, 52380, 17952, 99304, 128364, 99513, 76033, 15171, 21239, 10254, 78626, 132394, 109780, 115001, 134524, 131504, 4461, 24891, 21733, 30938, 52780, 100912, 61680, 132851, 12061, 99025, 5798, 23326, 94126, 23690, 40053, 59382, 132888, 107347, 75091, 49329, 47484, 6517, 37633, 62361, 35832, 57848, 79320, 21990, 16924, 84296, 132921, 18170, 37361, 4857, 106812, 131436, 68288, 66344, 120381, 66381, 31075, 86157, 94972, 83851, 128838, 16067, 113767, 34239, 123144, 129821, 115575, 94739, 44216, 99869, 19927, 81760, 567, 39580, 69908, 5258, 2317, 83662, 121151, 39520, 128434, 25489, 125788, 105050, 31980, 5502, 123417, 48033, 83564, 40766, 86116, 11055, 85093, 40033, 48462, 106222, 21350, 22916, 45305, 102979, 27502, 15726, 11758, 121737, 27643, 23114, 31990, 43165, 102895, 83969, 27731, 75287, 57725, 72552, 23120, 130600, 89859, 40660, 103346, 76207, 37429, 109476, 9540, 12115, 126793, 21415, 130354, 14626, 31890, 130928, 52355, 131956, 95007, 121044, 70592, 76173, 24265, 50024, 50671, 17762, 102556, 74152, 9946, 92711, 41110, 85135, 73924, 70772, 108178, 39083, 53330, 106302, 64169, 104408, 113599, 56313, 61194, 117759, 121637, 103117, 125335, 61378, 2754, 49838, 107071, 106286, 6187, 65642, 11621, 71923, 89413, 126242, 116755, 71830, 6019, 112703, 10797, 102374, 124871, 54916, 27563, 56642, 80685, 25134, 124290, 10182, 47643, 30617, 5096, 78143, 7217, 118733, 64753, 48849, 14594, 82829, 31072, 117642, 76746, 66795, 24611, 69002, 54276, 88168, 125160, 32004, 6488, 30705, 71555, 7842, 43702, 11425, 31474, 72480, 96879, 35889, 33522, 72686, 72255, 47158, 37454, 114778, 52517, 104291, 26997, 105200, 131046, 81034, 4681, 74904, 65790, 67291, 52322, 32420, 126670, 69223, 74966, 40681, 46731, 11109, 69151, 132448, 105368, 40723, 104714, 10857, 117487, 24316, 34847, 129433, 115468, 119069, 13678, 134782, 77663, 10308, 20288, 49046, 110985, 50894, 3899, 91108, 83710, 4426, 86872, 116926, 104134, 24802, 112777, 103542, 39823, 90568, 123053, 58108, 107005, 22367, 129028, 112192, 19217, 2635, 12730]"
